mitre_id,name,description,aliases,techniques
S0064,ELMER,"[ELMER](https://attack.mitre.org/software/S0064) is a non-persistent, proxy-aware HTTP backdoor written in Delphi that has been used by [APT16](https://attack.mitre.org/groups/G0023). (Citation: FireEye EPS Awakens Part 2)",ELMER,T1057|T1071.001|T1083
S1237,CANONSTAGER,[CANONSTAGER](https://attack.mitre.org/software/S1237) is a loader known to be leveraged by [Mustang Panda](https://attack.mitre.org/groups/G0129) and was first observed utilized in 2025.  [Mustang Panda](https://attack.mitre.org/groups/G0129) utilizes DLL side-loading to execute within the victim environment prior to delivering a follow-on malicious encrypted payload.  [CANONSTAGER](https://attack.mitre.org/software/S1237) leverages Thread Local Storage (TLS) and Native Windows APIs within the ,CANONSTAGER,T1027.007|T1036.005|T1055.005|T1106|T1564.003|T1574.001
S0518,PolyglotDuke,[PolyglotDuke](https://attack.mitre.org/software/S0518) is a downloader that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2013. [PolyglotDuke](https://attack.mitre.org/software/S0518) has been used to drop [MiniDuke](https://attack.mitre.org/software/S0051).(Citation: ESET Dukes October 2019),PolyglotDuke,T1027|T1027.003|T1027.011|T1071.001|T1102.001|T1105|T1106|T1112|T1140|T1218.011
S1249,HexEval Loader,"[HexEval Loader](https://attack.mitre.org/software/S1249) is a hex-encoded loader that collects host data, decodes follow-on scripts and acts as a downloader for the [BeaverTail](https://attack.mitre.org/software/S1246) malware.  [HexEval Loader](https://attack.mitre.org/software/S1249) was first reported in April 2025.  [HexEval Loader](https://attack.mitre.org/software/S1249) has previously been leveraged by North Korea-affiliated threat actors identified as [Contagious Interview](https://atta",HexEval Loader,T1016|T1027.013|T1033|T1036.005|T1041|T1056.001|T1059.007|T1071.001|T1082|T1105|T1140|T1614
S0221,Umbreon,A Linux rootkit that provides backdoor access and hides from defenders.,Umbreon,T1014|T1059.003|T1078.003|T1095|T1205
S1029,AuTo Stealer,[AuTo Stealer](https://attack.mitre.org/software/S1029) is malware written in C++ has been used by [SideCopy](https://attack.mitre.org/groups/G1008) since at least December 2021 to target government agencies and personnel in India and Afghanistan.(Citation: MalwareBytes SideCopy Dec 2021),AuTo Stealer,T1005|T1033|T1041|T1059.003|T1071.001|T1074.001|T1082|T1095|T1518.001|T1547.001
S1178,ShrinkLocker,"[ShrinkLocker](https://attack.mitre.org/software/S1178) is a VBS-based malicious script that leverages the legitimate Bitlocker application to encrypt files on victim systems for ransom. [ShrinkLocker](https://attack.mitre.org/software/S1178) functions by using Bitlocker to encrypt files, then renames impacted drives to the adversary’s contact email address to facilitate communication for the ransom payment.(Citation: Kaspersky ShrinkLocker 2024)(Citation: Splunk ShrinkLocker 2024)",ShrinkLocker,T1016|T1041|T1047|T1057|T1059.001|T1059.005|T1070.004|T1071.001|T1082|T1102|T1112|T1124|T1480|T1485|T1486|T1491.001|T1529|T1561.002|T1685|T1685.005|T1686
S0601,Hildegard,[Hildegard](https://attack.mitre.org/software/S0601) is malware that targets misconfigured kubelets for initial access and runs cryptocurrency miner operations. The malware was first observed in January 2021. The TeamTNT activity group is believed to be behind [Hildegard](https://attack.mitre.org/software/S0601). (Citation: Unit 42 Hildegard Malware),Hildegard,T1014|T1027.002|T1027.013|T1036.004|T1046|T1059.004|T1068|T1070.003|T1070.004|T1071|T1082|T1102|T1105|T1133|T1136.001|T1140|T1219|T1496.001|T1543.002|T1552.001|T1552.004|T1552.005|T1574.006|T1609|T1611|T1613|T1685
S0092,Agent.btz,[Agent.btz](https://attack.mitre.org/software/S0092) is a worm that primarily spreads itself via removable devices such as USB drives. It reportedly infected U.S. military networks in 2008. (Citation: Securelist Agent.btz),Agent.btz,T1016|T1033|T1052.001|T1091|T1105|T1560.003
S0218,SLOWDRIFT,[SLOWDRIFT](https://attack.mitre.org/software/S0218) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067) against academic and strategic victims in South Korea. (Citation: FireEye APT37 Feb 2018),SLOWDRIFT,T1082|T1102.002|T1105
S0217,SHUTTERSPEED,[SHUTTERSPEED](https://attack.mitre.org/software/S0217) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067). (Citation: FireEye APT37 Feb 2018),SHUTTERSPEED,T1082|T1105|T1113
S0615,SombRAT,"[SombRAT](https://attack.mitre.org/software/S0615) is a modular backdoor written in C++ that has been used since at least 2019 to download and execute malicious payloads, including [FIVEHANDS](https://attack.mitre.org/software/S0618) ransomware.(Citation: BlackBerry CostaRicto November 2020)(Citation: FireEye FiveHands April 2021)(Citation: CISA AR21-126A FIVEHANDS May 2021)",SombRAT,T1005|T1007|T1027|T1033|T1036|T1041|T1055.001|T1057|T1070.004|T1071.004|T1074.001|T1082|T1083|T1090|T1095|T1105|T1106|T1124|T1140|T1560.003|T1564.010|T1568.002|T1573.001|T1573.002
S1170,ODAgent,[ODAgent](https://attack.mitre.org/software/S1170) is a C#/.NET downloader that has been used by [OilRig](https://attack.mitre.org/groups/G0049) since at least 2022 including against target organizations in Israel to download and execute payloads and to exfiltrate staged files.(Citation: ESET OilRig Downloaders DEC 2023),ODAgent,T1041|T1059.003|T1070.004|T1083|T1102.002|T1105|T1106|T1140|T1567.002
S1181,BlackByte 2.0 Ransomware,"[BlackByte 2.0 Ransomware](https://attack.mitre.org/software/S1181) is a replacement for [BlackByte Ransomware](https://attack.mitre.org/software/S1180). Unlike [BlackByte Ransomware](https://attack.mitre.org/software/S1180), [BlackByte 2.0 Ransomware](https://attack.mitre.org/software/S1181) does not have a common key for victim decryption. [BlackByte 2.0 Ransomware](https://attack.mitre.org/software/S1181) remains uniquely associated with [BlackByte](https://attack.mitre.org/groups/G1043) oper",BlackByte 2.0 Ransomware,T1055|T1068|T1070.004|T1070.006|T1112|T1135|T1486|T1489|T1490|T1569.002|T1686.003
S0383,FlawedGrace,[FlawedGrace](https://attack.mitre.org/software/S0383) is a fully featured remote access tool (RAT) written in C++ that was first observed in late 2017.(Citation: Proofpoint TA505 Jan 2019),FlawedGrace,T1027.013
S0036,FLASHFLOOD,[FLASHFLOOD](https://attack.mitre.org/software/S0036) is malware developed by [APT30](https://attack.mitre.org/groups/G0013) that allows propagation and exfiltration of data over removable devices. [APT30](https://attack.mitre.org/groups/G0013) may use this capability to exfiltrate data across air-gaps. (Citation: FireEye APT30),FLASHFLOOD,T1005|T1025|T1074.001|T1083|T1547.001|T1560.003
S0381,FlawedAmmyy,"[FlawedAmmyy](https://attack.mitre.org/software/S0381) is a remote access tool (RAT) that was first seen in early 2016. The code for [FlawedAmmyy](https://attack.mitre.org/software/S0381) was based on leaked source code for a version of Ammyy Admin, a remote access software.(Citation: Proofpoint TA505 Mar 2018)",FlawedAmmyy,T1001|T1005|T1033|T1041|T1047|T1056|T1056.001|T1059.001|T1059.003|T1069.001|T1070.004|T1071.001|T1082|T1105|T1113|T1115|T1120|T1218.007|T1218.011|T1518.001|T1547.001|T1573.001
S1086,Snip3,"[Snip3](https://attack.mitre.org/software/S1086) is a sophisticated crypter-as-a-service that has been used since at least 2021 to obfuscate and load numerous strains of malware including [AsyncRAT](https://attack.mitre.org/software/S1087), [Revenge RAT](https://attack.mitre.org/software/S0379), [Agent Tesla](https://attack.mitre.org/software/S0331), and [NETWIRE](https://attack.mitre.org/software/S0198).(Citation: Morphisec Snip3 May 2021)(Citation: Telefonica Snip3 December 2021)",Snip3,T1027|T1027.001|T1047|T1055.012|T1059.001|T1059.005|T1082|T1102|T1104|T1105|T1140|T1189|T1204.001|T1204.002|T1497.001|T1497.003|T1547.001|T1564.003|T1566.001|T1566.002
S0628,FYAnti,"[FYAnti](https://attack.mitre.org/software/S0628) is a loader that has been used by [menuPass](https://attack.mitre.org/groups/G0045) since at least 2020, including to deploy [QuasarRAT](https://attack.mitre.org/software/S0262).(Citation: Securelist APT10 March 2021)",FYAnti|DILLJUICE stage2,T1027.002|T1083|T1105|T1140
S0433,Rifdoor,[Rifdoor](https://attack.mitre.org/software/S0433) is a remote access trojan (RAT) that shares numerous code similarities with [HotCroissant](https://attack.mitre.org/software/S0431).(Citation: Carbon Black HotCroissant April 2020),Rifdoor,T1016|T1027.001|T1027.013|T1033|T1082|T1204.002|T1547.001|T1566.001|T1573.001
S1049,SUGARUSH,"[SUGARUSH](https://attack.mitre.org/software/S1049) is a small custom backdoor that can establish a reverse shell over TCP to a hard coded C2 address. [SUGARUSH](https://attack.mitre.org/software/S1049) was first identified during analysis of UNC3890's [C0010](https://attack.mitre.org/campaigns/C0010) campaign targeting Israeli companies, which began in late 2020.(Citation: Mandiant UNC3890 Aug 2022)",SUGARUSH,T1016.001|T1059.003|T1095|T1543.003|T1571|T1680
S1101,LoFiSe,[LoFiSe](https://attack.mitre.org/software/S1101) has been used by [ToddyCat](https://attack.mitre.org/groups/G1022) since at least 2023 to identify and collect files of interest on targeted systems.(Citation: Kaspersky ToddyCat Check Logs October 2023),LoFiSe,T1005|T1074.001|T1083|T1119|T1560|T1574.001
S0376,HOPLIGHT,[HOPLIGHT](https://attack.mitre.org/software/S0376) is a backdoor Trojan that has reportedly been used by the North Korean government.(Citation: US-CERT HOPLIGHT Apr 2019),HOPLIGHT,T1003.002|T1008|T1012|T1041|T1047|T1055|T1059.003|T1082|T1083|T1090|T1105|T1112|T1124|T1132.001|T1546.003|T1550.002|T1569.002|T1571|T1652|T1680|T1686
S1153,Cuckoo Stealer,"[Cuckoo Stealer](https://attack.mitre.org/software/S1153) is a macOS malware with characteristics of spyware and an infostealer that has been in use since at least 2024. [Cuckoo Stealer](https://attack.mitre.org/software/S1153) is a universal Mach-O binary that can run on Intel or ARM-based Macs and has been spread through trojanized versions of various potentially unwanted programs or PUP's such as converters, cleaners, and uninstallers.(Citation: Kandji Cuckoo April 2024)(Citation: SentinelOne",Cuckoo Stealer,T1027.008|T1027.013|T1033|T1036.005|T1041|T1056.002|T1057|T1059.002|T1059.004|T1071.001|T1074.001|T1082|T1083|T1095|T1113|T1140|T1217|T1518|T1543.001|T1553.001|T1555.001|T1564.001|T1569.001|T1614|T1614.001|T1647
S0561,GuLoader,"[GuLoader](https://attack.mitre.org/software/S0561) is a file downloader that has been used since at least December 2019 to distribute a variety of remote administration tool (RAT) malware, including [NETWIRE](https://attack.mitre.org/software/S0198), [Agent Tesla](https://attack.mitre.org/software/S0331), [NanoCore](https://attack.mitre.org/software/S0336), FormBook, and Parallax RAT.(Citation: Unit 42 NETWIRE April 2020)(Citation: Medium Eli Salem GuLoader April 2021)",GuLoader,T1055|T1070.004|T1071.001|T1102|T1105|T1106|T1204.001|T1204.002|T1497.001|T1497.003|T1547.001|T1566.002
S0079,MobileOrder,[MobileOrder](https://attack.mitre.org/software/S0079) is a Trojan intended to compromise Android mobile devices. It has been used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029). (Citation: Scarlet Mimic Jan 2016),MobileOrder,T1005|T1041|T1057|T1082|T1083|T1105|T1217
S0612,WastedLocker,"[WastedLocker](https://attack.mitre.org/software/S0612) is a ransomware family attributed to [Indrik Spider](https://attack.mitre.org/groups/G0119) that has been used since at least May 2020. [WastedLocker](https://attack.mitre.org/software/S0612) has been used against a broad variety of sectors, including manufacturing, information technology, and media.(Citation: Symantec WastedLocker June 2020)(Citation: NCC Group WastedLocker June 2020)(Citation: Sentinel Labs WastedLocker July 2020) ",WastedLocker,T1012|T1027.013|T1027.016|T1059.003|T1083|T1106|T1112|T1120|T1135|T1140|T1222.001|T1486|T1490|T1497.001|T1543.003|T1548.002|T1564.001|T1564.004|T1569.002|T1574.001
S0511,RegDuke,[RegDuke](https://attack.mitre.org/software/S0511) is a first stage implant written in .NET and used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2017. [RegDuke](https://attack.mitre.org/software/S0511) has been used to control a compromised machine when control of other implants on the machine was lost.(Citation: ESET Dukes October 2019),RegDuke,T1027|T1027.003|T1027.011|T1059.001|T1102.002|T1105|T1112|T1140|T1546.003
S0654,ProLock,"[ProLock](https://attack.mitre.org/software/S0654) is a ransomware strain that has been used in Big Game Hunting (BGH) operations since at least 2020, often obtaining initial access with [QakBot](https://attack.mitre.org/software/S0650). [ProLock](https://attack.mitre.org/software/S0654) is the successor to PwndLocker ransomware which was found to contain a bug allowing decryption without ransom payment in 2019.(Citation: Group IB Ransomware September 2020)",ProLock,T1027.003|T1047|T1068|T1070.004|T1197|T1486|T1490
S1137,Moneybird,"[Moneybird](https://attack.mitre.org/software/S1137) is a ransomware variant written in C++ associated with [Agrius](https://attack.mitre.org/groups/G1030) operations. The name ""Moneybird"" is contained in the malware's ransom note and as strings in the executable.(Citation: CheckPoint Agrius 2023)",Moneybird,T1027.009|T1486
S0260,InvisiMole,[InvisiMole](https://attack.mitre.org/software/S0260) is a modular spyware program that has been used by the InvisiMole Group since at least 2013. [InvisiMole](https://attack.mitre.org/software/S0260) has two backdoor modules called RC2FM and RC2CL that are used to perform post-exploitation activities. It has been discovered on compromised victims in the Ukraine and Russia. [Gamaredon Group](https://attack.mitre.org/groups/G0047) infrastructure has been used to download and execute [InvisiMole](,InvisiMole,T1001.003|T1005|T1007|T1008|T1010|T1012|T1016|T1025|T1027|T1027.005|T1033|T1036.004|T1036.005|T1046|T1053.005|T1055|T1055.002|T1055.004|T1055.015|T1056.001|T1057|T1059.003|T1059.007|T1068|T1070.004|T1070.005|T1070.006|T1071.001|T1071.004|T1074.001|T1080|T1082|T1083|T1087.001|T1090.001|T1090.002|T1095|T1105|T1106|T1112|T1113|T1119|T1123|T1124|T1125|T1132.002|T1135|T1140|T1203|T1204.002|T1210|T1218.002|T1218.011|T1480.001|T1490|T1497.001|T1518|T1518.001|T1543.003|T1547.001|T1547.009|T1548.002|T1559.001|T1560.001|T1560.002|T1560.003|T1564.001|T1564.003|T1569.002|T1573.001|T1574.001|T1680|T1686
S1236,CLAIMLOADER,[CLAIMLOADER](https://attack.mitre.org/software/S1236) is a malware variant that frequently accompanies legitimate executables that are used for DLL side-loading known to be leveraged by [Mustang Panda](https://attack.mitre.org/groups/G0129) and was first observed utilized in 2021.(Citation: IBM MUSTANG PANDA PUBLOAD CLAIMLOADER JUNE 2025)(Citation: 2025_IBM_PUBLOAD_TONESHELL_HIUPAN_CLAIMLOADER_MUSTANG PANDA),CLAIMLOADER,T1027.007|T1036.005|T1053.005|T1106|T1140|T1204.002|T1480.002|T1547.001|T1559.001|T1564.001|T1574.001
S0598,P.A.S. Webshell,[P.A.S. Webshell](https://attack.mitre.org/software/S0598) is a publicly available multifunctional PHP webshell in use since at least 2016 that provides remote access and execution on target web servers.(Citation: ANSSI Sandworm January 2021),P.A.S. Webshell|Fobushell,T1005|T1027|T1046|T1059|T1070.004|T1071.001|T1083|T1087.001|T1105|T1110.001|T1140|T1213.006|T1222.002|T1505.003|T1518
S1084,QUIETEXIT,"[QUIETEXIT](https://attack.mitre.org/software/S1084) is a novel backdoor, based on the open-source Dropbear SSH client-server software, that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021. [APT29](https://attack.mitre.org/groups/G0016) has deployed [QUIETEXIT](https://attack.mitre.org/software/S1084) on opaque network appliances that typically don't support antivirus or endpoint detection and response tools within a victim environment.(Citation: Mandiant APT2",QUIETEXIT,T1008|T1036.005|T1071|T1090.002|T1095
